state,startdate,enddate,pollster,grade,samplesize,population,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin
New Mexico,2016-09-23,2016-10-13,Ipsos,A-,157.0,lv,43.87,36.38,,,39.83938,34.3771,,
Oklahoma,2016-10-10,2016-10-14,Google Consumer Surveys,B,216.0,lv,33.66,44.49,6.91,,39.25083,53.126999999999995,4.343306,
Connecticut,2016-09-23,2016-10-13,Ipsos,A-,505.0,lv,53.0,36.07,,,51.93378,37.121,,
North Dakota,2016-10-17,2016-10-25,SurveyMonkey,C-,339.0,lv,31.0,49.0,14.0,,29.62665,50.980579999999996,10.2345,
Arkansas,2016-10-26,2016-11-01,SurveyMonkey,C-,475.0,lv,38.0,52.0,7.0,,36.70304,52.15057,4.145224,
South Carolina,2016-10-25,2016-10-31,SurveyMonkey,C-,1762.0,lv,43.0,45.0,6.0,,41.67096,45.256409999999995,3.034882,
Minnesota,2016-10-15,2016-10-19,Google Consumer Surveys,B,596.0,lv,35.95,28.73,8.59,,41.379529999999995,37.315909999999995,6.42114,
New Hampshire,2016-09-23,2016-10-13,Ipsos,A-,184.0,lv,46.23,41.64,,,44.59778,42.3432,,
North Carolina,2016-10-29,2016-11-04,SurveyMonkey,C-,2765.0,lv,48.0,41.0,7.0,,46.688179999999996,40.58116,4.513427,
Massachusetts,2016-09-30,2016-10-13,Ipsos,A-,598.0,lv,54.07,28.57,,,52.6875,30.07368,,
U.S.,2016-10-15,2016-10-21,CVOTER International,C+,1330.0,lv,49.86,45.41,,,47.23085,43.3287,,
Ohio,2016-08-17,2016-08-19,YouGov,B,997.0,lv,46.0,40.0,6.0,,48.98257,44.33259,3.18772,
Delaware,2016-10-17,2016-10-25,SurveyMonkey,C-,528.0,lv,52.0,34.0,9.0,,50.604659999999996,35.68607,5.234497,
Colorado,2016-07-09,2016-07-12,Monmouth University,A+,404.0,lv,48.0,35.0,5.0,,50.107659999999996,38.94823,2.333972,
Louisiana,2016-09-23,2016-10-13,Ipsos,A-,473.0,lv,35.98,49.16,,,35.44347,50.34663,,
U.S.,2016-07-14,2016-07-16,Monmouth University,A+,688.0,lv,45.0,43.0,5.0,,46.878679999999996,46.632870000000004,2.31696,
Florida,2016-08-17,2016-08-22,Cherry Communications,C,608.0,lv,41.0,44.0,9.0,,43.87469,48.3945,4.510182,
Iowa,2016-09-23,2016-10-13,Ipsos,A-,382.0,lv,44.74,44.49,,,43.56,45.383,,
New Mexico,2016-10-10,2016-10-14,Google Consumer Surveys,B,214.0,lv,40.3,22.32,14.3,,45.9287,31.22803,11.733310000000001,
Michigan,2016-10-29,2016-11-04,SurveyMonkey,C-,2748.0,lv,44.0,42.0,8.0,,42.712070000000004,41.61105,5.513427,
Indiana,2016-10-15,2016-10-19,Google Consumer Surveys,B,717.0,lv,35.95,33.04,6.2,,41.35576,41.36372,4.031139,
Louisiana,2016-10-10,2016-10-14,Google Consumer Surveys,B,280.0,lv,25.82,49.54,6.52,,31.38004,57.956680000000006,3.953306,
Maine,2016-10-18,2016-10-26,SurveyMonkey,C-,410.0,lv,52.0,35.0,7.0,,50.62934,36.90961,3.342578,
Indiana,2016-10-28,2016-11-03,SurveyMonkey,C-,923.0,lv,35.0,52.0,9.0,,33.7026,51.733959999999996,6.4120989999999995,
U.S.,2016-10-20,2016-10-26,USC Dornsife/LA Times,,3208.0,lv,44.5,45.24,,,45.68602,43.34394,,
Maryland,2016-10-26,2016-11-01,SurveyMonkey,C-,695.0,lv,63.0,27.0,6.0,,61.700109999999995,27.14113,3.1452240000000002,
North Carolina,2016-10-15,2016-10-19,Google Consumer Surveys,B,648.0,lv,37.81,38.07,6.35,,43.20691,46.296040000000005,4.181139,
Connecticut,2016-10-27,2016-11-02,SurveyMonkey,C-,753.0,lv,52.0,38.0,6.0,,50.7402,38.01088,3.279315,
Virginia,2016-10-08,2016-10-16,SurveyMonkey,C-,1644.0,lv,49.0,38.0,8.0,,47.873290000000004,40.4735,3.4099440000000003,
California,2016-10-28,2016-11-03,SurveyMonkey,C-,2528.0,lv,56.0,29.0,7.0,,54.71856999999999,28.76163,4.4120989999999995,
Virginia,2016-10-27,2016-11-02,SurveyMonkey,C-,1942.0,lv,48.0,40.0,7.0,,46.706520000000005,39.930040000000005,4.279315,
Missouri,2016-08-08,2016-08-09,Public Policy Polling,B+,947.0,lv,42.0,45.0,,,40.31827,46.24492,,
U.S.,2016-09-27,2016-10-01,Ipsos,A-,2259.0,lv,41.0,37.6,6.9,,42.513709999999996,40.51057,4.578558,
West Virginia,2016-09-23,2016-10-13,Ipsos,A-,153.0,lv,40.71,53.95,,,39.73301,54.982,,
Wisconsin,2016-10-08,2016-10-16,SurveyMonkey,C-,1076.0,lv,43.0,38.0,12.0,,41.90733,40.71711,7.409945,
Wisconsin,2016-10-28,2016-11-03,SurveyMonkey,C-,1568.0,lv,45.0,43.0,7.0,,43.72607,42.77462,4.4120989999999995,
Louisiana,2016-10-26,2016-11-01,SurveyMonkey,C-,470.0,lv,37.0,51.0,6.0,,35.67938,51.07445,3.1452240000000002,
Iowa,2016-10-27,2016-11-02,SurveyMonkey,C-,1226.0,lv,37.0,47.0,9.0,,35.73392,46.99581,6.279315,
Arkansas,2016-10-25,2016-10-31,SurveyMonkey,C-,484.0,lv,39.0,52.0,5.0,,37.69423,52.350809999999996,2.034882,
South Carolina,2016-08-15,2016-08-17,Gravis Marketing,B-,768.0,rv,37.0,41.0,7.0,,38.59749,44.46447,3.766783,
Alaska,2016-10-17,2016-10-25,SurveyMonkey,C-,443.0,lv,31.0,46.0,16.0,,29.62143,47.910579999999996,12.2345,
Nevada,2016-10-18,2016-10-26,SurveyMonkey,C-,1041.0,lv,44.0,44.0,10.0,,42.60346,45.57635,6.342578,
Montana,2016-09-16,2016-10-06,Ipsos,A-,149.0,lv,34.26,57.98,,,32.241929999999996,57.0575,,
U.S.,2016-10-05,2016-10-09,Ipsos,A-,1131.0,lv,41.5,37.6,6.4,,42.19601,40.67431,4.669182,
Maryland,2016-10-25,2016-10-31,SurveyMonkey,C-,740.0,lv,63.0,27.0,6.0,,61.69138,27.33928,3.034882,
Minnesota,2016-10-26,2016-11-01,SurveyMonkey,C-,805.0,lv,47.0,37.0,8.0,,45.72428,37.21887,5.145224,
U.S.,2016-07-21,2016-07-24,University of Delaware,,818.0,rv,46.0,42.0,,,47.88347,44.1796,,
Missouri,2016-10-15,2016-10-19,Google Consumer Surveys,B,587.0,lv,37.53,34.42,7.64,,42.938959999999994,42.77902,5.471139,
Utah,2016-10-26,2016-11-01,SurveyMonkey,C-,1057.0,lv,30.0,34.0,7.0,26.0,28.70038,34.16095,4.097274,26.20283
Michigan,2016-10-15,2016-10-19,Google Consumer Surveys,B,637.0,lv,37.41,28.49,7.62,,42.82959,36.96622,5.4511389999999995,
Florida,2016-10-07,2016-10-13,Ipsos,A-,1019.0,lv,47.57,41.81,,,46.87458,43.69896,,
U.S.,2016-10-17,2016-10-19,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,40.0,43.0,6.0,,40.62938,45.934979999999996,4.620259,
Pennsylvania,2016-09-23,2016-09-23,Gravis Marketing,B-,949.0,lv,46.0,43.0,3.0,,46.566359999999996,43.088159999999995,1.01118,
Washington,2016-10-27,2016-11-02,SurveyMonkey,C-,807.0,lv,54.0,34.0,7.0,,52.741659999999996,34.014379999999996,4.279315,
Alabama,2016-09-23,2016-10-06,Ipsos,A-,353.0,lv,36.51,56.76,,,35.88537,57.449090000000005,,
Pennsylvania,2016-08-26,2016-08-27,Public Policy Polling,B+,1194.0,lv,48.0,43.0,,,47.45155,43.56985,,
Rhode Island,2016-10-17,2016-10-25,SurveyMonkey,C-,488.0,lv,49.0,37.0,8.0,,47.6457,39.23565,4.234497,
Iowa,2016-07-13,2016-07-15,YouGov,B,998.0,lv,39.0,40.0,3.0,,42.94956,44.46032,0.6469088000000001,
North Carolina,2016-10-20,2016-10-28,SurveyMonkey,C-,1797.0,lv,48.0,43.0,7.0,,46.606759999999994,44.09618,3.611826,
U.S.,2016-10-14,2016-10-20,CVOTER International,C+,1320.0,lv,50.39,44.88,,,47.754490000000004,42.885290000000005,,
Maine,2016-10-24,2016-10-30,SurveyMonkey,C-,386.0,lv,50.0,38.0,7.0,,48.73897,38.789190000000005,3.920829,
South Carolina,2016-10-18,2016-10-26,SurveyMonkey,C-,2223.0,lv,43.0,45.0,7.0,,41.5831,46.314209999999996,3.342578,
U.S.,2016-10-24,2016-10-26,The Times-Picayune/Lucid,,2602.0,lv,43.0,39.0,6.0,,43.37489,43.06299,3.800363,
New Mexico,2016-10-11,2016-10-11,Zia Poll,,1536.0,lv,46.0,36.0,12.0,,45.37543,37.07093,11.624830000000001,
Michigan,2016-10-23,2016-10-23,Mitchell Research & Communications,D,1241.0,lv,49.0,41.0,3.0,,47.850229999999996,42.028890000000004,2.09402,
Oregon,2016-07-09,2016-07-13,Clout Research/Wenzel Strategies,C-,701.0,lv,43.1,39.7,6.0,,46.973290000000006,42.57034,3.5799260000000004,
Texas,2016-10-07,2016-10-13,Ipsos,A-,422.0,lv,31.57,57.0,,,30.20692,58.16498000000001,,
Nebraska,2016-10-18,2016-10-26,SurveyMonkey,C-,513.0,lv,32.0,51.0,11.0,,30.607429999999997,52.62749,7.342578,
Pennsylvania,2016-10-28,2016-11-03,SurveyMonkey,C-,2454.0,lv,46.0,43.0,6.0,,44.70251,42.7338,3.412099,
Massachusetts,2016-10-26,2016-11-01,SurveyMonkey,C-,797.0,lv,58.0,29.0,7.0,,56.7696,29.36464,4.145224,
South Carolina,2016-10-24,2016-10-30,SurveyMonkey,C-,1764.0,lv,42.0,46.0,6.0,,40.6682,46.44451,2.920829,
Nevada,2016-10-24,2016-10-30,SurveyMonkey,C-,887.0,lv,43.0,43.0,11.0,,41.69936,43.59626,7.9208289999999995,
Georgia,2016-10-26,2016-11-01,SurveyMonkey,C-,2678.0,lv,44.0,45.0,7.0,,42.67799,45.070009999999996,4.145224,
Montana,2016-10-04,2016-10-09,Google Consumer Surveys,B,158.0,lv,32.1,40.84,4.07,,38.14362,49.85447,1.2102389999999998,
Kentucky,2016-10-27,2016-11-02,SurveyMonkey,C-,635.0,lv,35.0,56.0,6.0,,33.70949,55.937180000000005,3.279315,
Missouri,2016-09-23,2016-10-06,Ipsos,A-,478.0,lv,37.05,48.7,,,35.9804,49.11415,,
Michigan,2016-10-20,2016-10-28,SurveyMonkey,C-,1787.0,lv,44.0,41.0,8.0,,42.62332,42.262370000000004,4.611826000000001,
Florida,2016-10-20,2016-10-28,SurveyMonkey,C-,3129.0,lv,47.0,44.0,5.0,,45.6196,45.225,1.611826,
Kansas,2016-10-10,2016-10-14,Google Consumer Surveys,B,264.0,lv,45.87,26.74,6.61,,51.497659999999996,35.64054,4.043305999999999,
Montana,2016-10-17,2016-10-25,SurveyMonkey,C-,475.0,lv,35.0,52.0,8.0,,33.61956,53.88561,4.234497,
Oregon,2016-10-27,2016-11-02,SurveyMonkey,C-,934.0,lv,51.0,36.0,7.0,,49.73785,36.00524,4.279315,
U.S.,2016-10-04,2016-10-08,Ipsos,A-,1130.0,lv,42.3,38.1,6.7,,43.08297,41.16751,4.917665,
Nevada,2016-07-07,2016-07-10,Monmouth University,A+,408.0,lv,45.0,41.0,5.0,,46.91574,44.71906,2.341627,
Georgia,2016-09-30,2016-10-13,Ipsos,A-,645.0,lv,41.51,50.04,,,40.18282,50.80551,,
New York,2016-10-27,2016-11-02,SurveyMonkey,C-,1755.0,lv,58.0,32.0,5.0,,56.719919999999995,31.962220000000002,2.279315,
U.S.,2016-08-10,2016-08-16,Public Religion Research Institute,,1630.0,rv,48.0,35.0,,,47.62467,40.22129,,
U.S.,2016-09-26,2016-09-30,Ipsos,A-,2224.0,lv,40.3,37.9,6.7,,41.913129999999995,40.7762,4.330957,
Colorado,2016-07-07,2016-07-09,Harper Polling,B-,500.0,lv,45.0,38.0,,,44.461240000000004,38.91105,,
Nebraska,2016-10-26,2016-11-01,SurveyMonkey,C-,440.0,lv,33.0,52.0,10.0,,31.717909999999996,52.19838,7.145224000000001,
Virginia,2016-09-30,2016-10-13,Ipsos,A-,884.0,lv,49.22,38.8,,,48.060829999999996,39.93481,,
Kentucky,2016-09-23,2016-10-06,Ipsos,A-,370.0,lv,37.27,57.06,,,36.74901,58.03228000000001,,
Utah,2016-10-25,2016-10-31,SurveyMonkey,C-,1078.0,lv,30.0,33.0,7.0,26.0,28.68739,33.36626,3.9789410000000003,26.23664
North Dakota,2016-10-04,2016-10-09,Google Consumer Surveys,B,58.0,lv,13.34,63.29,7.37,,19.41599,72.43303,4.510239,
Illinois,2016-09-30,2016-10-06,Ipsos,A-,601.0,lv,57.49,31.29,,,56.7239,32.44905,,
New York,2016-09-30,2016-10-06,Ipsos,A-,714.0,lv,54.76,31.07,,,54.268280000000004,32.552690000000005,,
U.S.,2016-10-13,2016-10-19,CVOTER International,C+,1360.0,lv,50.27,45.57,,,47.62378,43.64274,,
Florida,2016-10-29,2016-11-04,SurveyMonkey,C-,3600.0,lv,47.0,45.0,4.0,,45.7067,44.60433,1.513427,
Virginia,2016-10-26,2016-11-01,SurveyMonkey,C-,1929.0,lv,49.0,39.0,7.0,,47.701240000000006,39.14475,4.145224,
Illinois,2016-10-27,2016-11-02,SurveyMonkey,C-,997.0,lv,53.0,36.0,6.0,,51.712920000000004,35.94543,3.279315,
U.S.,2016-10-19,2016-10-25,USC Dornsife/LA Times,,3145.0,lv,44.2,45.3,,,45.33871,43.50671,,
New Jersey,2016-10-26,2016-11-01,SurveyMonkey,C-,719.0,lv,55.0,36.0,4.0,,53.719319999999996,36.20292,1.145224,
Alabama,2016-10-26,2016-11-01,SurveyMonkey,C-,503.0,lv,37.0,52.0,4.0,,35.67281,52.053309999999996,1.145224,
U.S.,2016-10-25,2016-10-26,Gravis Marketing,B-,1824.0,rv,46.0,45.0,2.0,,46.019490000000005,45.86116,1.848008,
Texas,2016-10-28,2016-11-03,SurveyMonkey,C-,2322.0,lv,42.0,47.0,6.0,,40.70593,46.73973,3.412099,
Hawaii,2016-10-17,2016-10-25,SurveyMonkey,C-,459.0,lv,49.0,34.0,9.0,,47.628890000000006,36.0106,5.234497,
New York,2016-08-04,2016-08-08,Gravis Marketing,B-,1717.0,rv,48.0,34.0,6.0,,49.62972,38.23601,2.995924,
Minnesota,2016-10-25,2016-10-31,SurveyMonkey,C-,773.0,lv,46.0,37.0,9.0,,44.71479,37.43427,6.034882,
California,2016-10-07,2016-10-13,Ipsos,A-,553.0,lv,65.89,22.37,,,64.73187,23.85803,,
Massachusetts,2016-10-25,2016-10-31,SurveyMonkey,C-,796.0,lv,58.0,29.0,7.0,,56.75869,29.61242,4.034882,
Arkansas,2016-10-24,2016-10-30,SurveyMonkey,C-,446.0,lv,37.0,53.0,5.0,,35.6912,53.556540000000005,1.9208290000000001,
Colorado,2016-10-28,2016-11-03,SurveyMonkey,C-,1927.0,lv,44.0,40.0,10.0,,42.73209,39.78505,7.412099,
Arizona,2016-10-28,2016-11-03,SurveyMonkey,C-,1748.0,lv,44.0,43.0,8.0,,42.721140000000005,42.76608,5.4120989999999995,
Missouri,2016-10-18,2016-10-26,SurveyMonkey,C-,797.0,lv,37.0,49.0,9.0,,35.59779,50.50328,5.342578,
Wisconsin,2016-10-15,2016-10-19,Google Consumer Surveys,B,725.0,lv,38.22,28.86,8.15,,43.64764,37.42507,5.981139,
Alaska,2016-10-04,2016-10-09,Google Consumer Surveys,B,60.0,lv,29.97,27.17,17.1,,36.02213,36.21826,14.24024,
Louisiana,2016-10-18,2016-10-26,SurveyMonkey,C-,435.0,lv,38.0,53.0,4.0,,36.58332,54.317040000000006,0.34257790000000005,
Maryland,2016-10-24,2016-10-30,SurveyMonkey,C-,696.0,lv,63.0,27.0,6.0,,61.688390000000005,27.54285,2.920829,
U.S.,2016-10-19,2016-10-23,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,41.0,43.0,5.0,,41.57372,45.52355,3.9605699999999997,
U.S.,2016-10-16,2016-10-18,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,42.0,42.0,7.0,,42.6618,45.06035,5.53385,
U.S.,2016-08-17,2016-08-20,American Research Group,C+,994.0,rv,47.0,42.0,,,46.99762,43.726209999999995,,
Virginia,2016-10-25,2016-10-31,SurveyMonkey,C-,2089.0,lv,48.0,38.0,8.0,,46.69247,38.3437,5.034882,
New Jersey,2016-09-30,2016-10-13,Ipsos,A-,953.0,lv,49.93,32.23,,,49.42255,34.17318,,
New Hampshire,2016-07-19,2016-07-21,Praecones Analytica,,1166.0,rv,38.5,47.9,,,42.08013,48.18899999999999,,
Louisiana,2016-10-25,2016-10-31,SurveyMonkey,C-,423.0,lv,38.0,51.0,5.0,,36.6713,51.25779,2.034882,
Missouri,2016-10-26,2016-11-01,SurveyMonkey,C-,649.0,lv,39.0,47.0,9.0,,37.702490000000004,47.1488,6.145224,
Tennessee,2016-10-10,2016-10-14,Google Consumer Surveys,B,406.0,lv,31.08,43.0,6.51,,36.67791,51.68762,3.9433059999999998,
U.S.,2016-10-03,2016-10-07,Ipsos,A-,1103.0,lv,43.2,37.3,,,42.076440000000005,38.36117,,
Ohio,2016-10-28,2016-11-03,SurveyMonkey,C-,2004.0,lv,41.0,46.0,8.0,,39.7141,45.753890000000006,5.4120989999999995,
Maryland,2016-09-23,2016-10-06,Ipsos,A-,508.0,lv,53.07,31.74,,,52.52304,32.663140000000006,,
Georgia,2016-06-30,2016-07-06,Lake Research Partners,B+,600.0,lv,41.0,40.0,,,41.8088,43.34882,,
South Carolina,2016-10-10,2016-10-14,Google Consumer Surveys,B,344.0,lv,29.99,44.27,5.41,,35.549479999999996,52.68261999999999,2.843306,
Vermont,2016-10-17,2016-10-25,SurveyMonkey,C-,446.0,lv,54.0,23.0,11.0,,52.634530000000005,25.08601,7.234497,
Florida,2016-08-01,2016-08-03,Suffolk University,B+,500.0,lv,43.2,38.8,3.8,,44.9384,43.551590000000004,1.675223,
Arizona,2016-09-23,2016-10-06,Ipsos,A-,617.0,lv,42.22,49.06,,,41.288090000000004,49.69725,,
Maine CD-2,2016-08-17,2016-08-20,Maine People's Resource Center,C,399.0,lv,37.8,33.6,10.5,,41.56626,38.47312,6.095687,
California,2016-10-27,2016-11-02,SurveyMonkey,C-,2316.0,lv,56.0,29.0,7.0,,54.72041,28.9634,4.279315,
Indiana,2016-10-27,2016-11-02,SurveyMonkey,C-,790.0,lv,36.0,51.0,10.0,,34.70435,50.92483,7.2793149999999995,
U.S.,2016-10-23,2016-10-25,The Times-Picayune/Lucid,,2600.0,lv,43.0,39.0,6.0,,43.33837,43.259209999999996,3.6993519999999998,
South Dakota,2016-10-17,2016-10-25,SurveyMonkey,C-,377.0,lv,32.0,52.0,11.0,,30.615940000000002,53.83708000000001,7.234497,
New Jersey,2016-10-15,2016-10-19,Google Consumer Surveys,B,792.0,lv,41.22,32.52,3.71,,46.64485,41.05426,1.54114,
New Jersey,2016-10-25,2016-10-31,SurveyMonkey,C-,724.0,lv,55.0,35.0,4.0,,53.709990000000005,35.41478,1.034882,
Georgia,2016-10-25,2016-10-31,SurveyMonkey,C-,2665.0,lv,44.0,46.0,7.0,,42.669959999999996,46.25235,4.034882,
Illinois,2016-10-18,2016-10-26,SurveyMonkey,C-,1274.0,lv,52.0,34.0,8.0,,50.60094,35.54383,4.342578,
Alaska,2016-08-09,2016-09-01,SurveyMonkey,C-,989.0,rv,31.0,38.0,19.0,,33.35151,43.93074,11.98823,
Virginia,2016-10-18,2016-10-26,SurveyMonkey,C-,2739.0,lv,48.0,39.0,9.0,,46.597,40.49315,5.342578,
U.S.,2016-10-12,2016-10-18,CVOTER International,C+,1344.0,lv,49.63,46.26,,,46.992020000000004,44.36646,,
Michigan,2016-10-28,2016-11-03,SurveyMonkey,C-,2362.0,lv,44.0,43.0,9.0,,42.71743,42.75965,6.4120989999999995,
West Virginia,2016-10-17,2016-10-25,SurveyMonkey,C-,379.0,lv,29.0,61.0,6.0,,27.612029999999997,62.78473,2.234497,
Rhode Island,2016-09-27,2016-10-03,Google Consumer Surveys,B,57.0,lv,44.76,28.48,4.4,,51.78692,37.80737,1.03073,
Missouri,2016-10-25,2016-10-31,SurveyMonkey,C-,671.0,lv,39.0,46.0,10.0,,37.693690000000004,46.34864,7.0348820000000005,
Iowa,2016-10-18,2016-10-26,SurveyMonkey,C-,1337.0,lv,41.0,44.0,9.0,,39.61383,45.70985,5.342578,
Nebraska,2016-10-25,2016-10-31,SurveyMonkey,C-,412.0,lv,32.0,52.0,10.0,,30.70862,52.40923,7.0348820000000005,
Idaho,2016-10-04,2016-10-09,Google Consumer Surveys,B,150.0,lv,24.82,32.89,9.66,,30.84153,41.81678,6.800239,
Delaware,2016-09-16,2016-10-06,Ipsos,A-,131.0,lv,46.26,35.62,,,45.73302,36.0967,,
Kentucky,2016-10-10,2016-10-14,Google Consumer Surveys,B,328.0,lv,29.49,41.89,7.64,,35.09013,50.59353,5.073306,
Connecticut,2016-09-09,2016-09-29,Ipsos,A-,455.0,lv,52.01,34.09,,,51.91845,34.57373,,
U.S.,2016-09-25,2016-09-29,Ipsos,A-,2088.0,lv,41.1,37.9,6.5,,42.8005,40.7491,4.087461,
Tennessee,2016-10-26,2016-11-01,SurveyMonkey,C-,702.0,lv,40.0,51.0,4.0,,38.70278,51.14972,1.145224,
Oregon,2016-09-23,2016-10-06,Ipsos,A-,483.0,lv,51.33,36.0,,,50.36006,36.6827,,
Maine,2016-09-16,2016-10-06,Ipsos,A-,266.0,lv,45.94,33.06,,,45.05854,33.360440000000004,,
North Carolina,2016-10-28,2016-11-03,SurveyMonkey,C-,2292.0,lv,48.0,42.0,7.0,,46.6931,41.717490000000005,4.4120989999999995,
South Dakota,2016-09-09,2016-09-29,Ipsos,A-,105.0,lv,31.67,46.8,,,30.583040000000004,46.268359999999994,,
District of Columbia,2016-09-27,2016-10-03,Google Consumer Surveys,B,64.0,lv,62.21,9.8,5.14,,69.23825,19.13012,1.77073,
Nebraska,2016-10-04,2016-10-09,Google Consumer Surveys,B,233.0,lv,26.88,39.06,4.57,,32.88544,47.92285,1.7102389999999998,
Maine CD-1,2016-08-17,2016-08-20,Maine People's Resource Center,C,442.0,lv,45.2,30.9,9.4,,49.15488,36.06944,4.995687,
Alabama,2016-10-25,2016-10-31,SurveyMonkey,C-,485.0,lv,35.0,55.0,5.0,,33.66494,55.23195,2.034882,
Ohio,2016-10-15,2016-10-19,Google Consumer Surveys,B,865.0,lv,33.83,38.97,5.4,,39.24649,47.412,3.2311400000000003,
Massachusetts,2016-10-18,2016-10-26,SurveyMonkey,C-,787.0,lv,60.0,29.0,6.0,,58.639790000000005,31.044009999999997,2.342578,
Connecticut,2016-10-26,2016-11-01,SurveyMonkey,C-,616.0,lv,51.0,38.0,6.0,,49.73429,38.25107,3.1452240000000002,
Utah,2016-10-18,2016-10-26,SurveyMonkey,C-,1069.0,lv,29.0,32.0,7.0,29.0,27.5634,33.55066,3.2386880000000002,29.43947
Iowa,2016-10-10,2016-10-14,Google Consumer Surveys,B,359.0,lv,32.59,35.59,7.18,,38.22891,44.57108,4.613306,
Washington,2016-10-26,2016-11-01,SurveyMonkey,C-,698.0,lv,54.0,34.0,6.0,,52.73571999999999,34.25567,3.1452240000000002,
U.S.,2016-10-18,2016-10-24,USC Dornsife/LA Times,,3104.0,lv,44.97,44.07,,,46.06746,42.37447,,
Montana,2016-08-09,2016-09-01,SurveyMonkey,C-,999.0,rv,31.0,44.0,14.0,,33.32484,49.88966,6.988227,
Washington,2016-09-16,2016-09-29,Ipsos,A-,496.0,lv,48.94,35.28,,,48.754459999999995,35.81488,,
Tennessee,2016-09-23,2016-10-06,Ipsos,A-,557.0,lv,33.86,48.57,,,33.44127,49.63667,,
North Dakota,2016-08-09,2016-09-01,SurveyMonkey,C-,549.0,rv,26.0,51.0,16.0,,28.42628,57.04594,8.988227,
New York,2016-10-26,2016-11-01,SurveyMonkey,C-,1645.0,lv,57.0,33.0,5.0,,55.71439,33.18707,2.1452240000000002,
Alabama,2016-10-18,2016-10-26,SurveyMonkey,C-,486.0,lv,36.0,52.0,8.0,,34.579209999999996,53.26407,4.342578,
Missouri,2016-07-23,2016-07-24,"Mason-Dixon Polling & Research, Inc.",B+,625.0,lv,41.0,40.0,,,41.35347,39.41211,,
Idaho,2016-09-16,2016-10-06,Ipsos,A-,197.0,lv,31.01,55.22,,,30.049690000000002,55.325430000000004,,
Texas,2016-10-15,2016-10-19,Google Consumer Surveys,B,1163.0,lv,33.31,40.79,7.82,,38.71887,49.14799,5.65114,
Mississippi,2016-09-16,2016-10-06,Ipsos,A-,198.0,lv,39.96,51.09,,,40.136070000000004,52.10415,,
Washington,2016-10-25,2016-10-31,SurveyMonkey,C-,745.0,lv,53.0,34.0,7.0,,51.72588,34.47925,4.034882,
Utah,2016-10-24,2016-10-30,SurveyMonkey,C-,988.0,lv,30.0,33.0,7.0,26.0,28.680590000000002,33.57743,3.856897,26.27044
Ohio,2016-10-08,2016-10-16,SurveyMonkey,C-,1307.0,lv,41.0,44.0,9.0,,39.88821,46.5803,4.409944,
Pennsylvania,2016-10-27,2016-11-02,SurveyMonkey,C-,2177.0,lv,47.0,42.0,6.0,,45.70425,41.924609999999994,3.279315,
Wisconsin,2016-10-27,2016-11-02,SurveyMonkey,C-,1271.0,lv,44.0,42.0,7.0,,42.727959999999996,41.9815,4.279315,
U.S.,2016-10-20,2016-10-23,Gravis Marketing,B-,2109.0,rv,50.0,50.0,,,48.55508,50.237590000000004,,
Arizona,2016-10-08,2016-10-16,SurveyMonkey,C-,1028.0,lv,41.0,44.0,10.0,,39.89945,46.66072,5.409944,
Illinois,2016-10-26,2016-11-01,SurveyMonkey,C-,911.0,lv,52.0,35.0,9.0,,50.70753,35.16499,6.145224,
Alabama,2016-10-10,2016-10-14,Google Consumer Surveys,B,373.0,lv,19.61,54.78,4.88,,25.15941,63.120580000000004,2.313307,
West Virginia,2016-10-04,2016-10-09,Google Consumer Surveys,B,78.0,lv,27.41,50.21,3.77,,33.41923,59.0879,0.9102386999999998,
Connecticut,2016-10-10,2016-10-14,Google Consumer Surveys,B,262.0,lv,48.96,27.69,4.65,,54.608880000000006,36.74242,2.083307,
Illinois,2016-10-25,2016-10-31,SurveyMonkey,C-,1003.0,lv,52.0,35.0,8.0,,50.698570000000004,35.36842,5.034882,
Kansas,2016-09-16,2016-10-06,Ipsos,A-,374.0,lv,34.85,55.3,,,33.46175,54.9686,,
Oklahoma,2016-10-26,2016-11-01,SurveyMonkey,C-,519.0,lv,32.0,55.0,11.0,,30.69841,55.135659999999994,8.145224,
U.S.,2016-09-30,2016-10-04,Ipsos,A-,1242.0,lv,42.4,36.2,7.6,,43.58579,39.20248,5.531096,
South Dakota,2016-10-04,2016-10-09,Google Consumer Surveys,B,65.0,lv,32.71,36.87,6.99,,38.73707,45.81878,4.1302389999999995,
Oregon,2016-10-26,2016-11-01,SurveyMonkey,C-,809.0,lv,51.0,36.0,7.0,,49.73198,36.24365,4.145224,
Oklahoma,2016-10-18,2016-10-26,SurveyMonkey,C-,573.0,lv,31.0,55.0,11.0,,29.595229999999997,56.470369999999996,7.342578,
Georgia,2016-08-06,2016-08-07,JMC Enterprises,C,615.0,lv,44.0,37.0,7.0,,45.45845,41.50476,4.335279,
Arkansas,2016-10-04,2016-10-09,Google Consumer Surveys,B,180.0,lv,34.69,40.24,2.85,,40.6521,48.93076,-0.0097613,
New Jersey,2016-10-18,2016-10-26,SurveyMonkey,C-,703.0,lv,53.0,35.0,4.0,,51.60832,36.63885,0.34257790000000005,
