disease,state,year,weeks_reporting,count,population
Pertussis,Idaho,1971,0,0,728790.0
Pertussis,Idaho,1972,0,0,748519.0
Pertussis,Idaho,1973,0,0,771163.0
Pertussis,Idaho,1974,3,5,796069.0
Pertussis,Idaho,1975,4,9,822501.0
Pertussis,Idaho,1976,5,8,849614.0
Pertussis,Idaho,1977,6,8,876447.0
Pertussis,Idaho,1978,3,4,901920.0
Pertussis,Idaho,1979,1,3,924841.0
Pertussis,Idaho,1980,6,10,943935.0
Pertussis,Idaho,1981,3,4,958227.0
Pertussis,Idaho,1982,8,12,968160.0
Pertussis,Idaho,1983,42,15,974620.0
Pertussis,Idaho,1984,49,7,978566.0
Pertussis,Idaho,1985,23,16,980999.0
Pertussis,Idaho,1986,48,51,982943.0
Pertussis,Idaho,1987,46,73,985431.0
Pertussis,Idaho,1988,49,353,989509.0
Pertussis,Idaho,1989,36,61,996243.0
Pertussis,Idaho,1990,44,49,1006749.0
Pertussis,Idaho,1991,44,29,1021923.0
Pertussis,Idaho,1992,43,42,1041563.0
Pertussis,Idaho,1993,42,114,1065187.0
Pertussis,Idaho,1994,43,174,1092302.0
Pertussis,Idaho,1995,47,96,1122377.0
Pertussis,Idaho,1996,46,129,1154828.0
Pertussis,Idaho,1997,51,657,1188999.0
Pertussis,Idaho,1998,49,267,1224149.0
Pertussis,Idaho,1999,50,119,1259444.0
Pertussis,Idaho,2000,46,65,1293953.0
Pertussis,Idaho,2001,50,153,1326846.0
Pertussis,Idaho,2002,48,128,1358034.0
Pertussis,Idaho,2003,44,81,1387648.0
Pertussis,Idaho,2004,45,36,1415847.0
Pertussis,Idaho,2005,49,229,1442820.0
Pertussis,Idaho,2006,48,63,1468781.0
Pertussis,Idaho,2007,50,42,1493967.0
Pertussis,Idaho,2008,47,29,1518639.0
Pertussis,Idaho,2009,52,72,1543076.0
Pertussis,Idaho,2010,51,157,1567582.0
Pertussis,Idaho,2011,51,144,1592422.0
Pertussis,Illinois,1938,51,13260,7852004.0
Pertussis,Illinois,1939,52,13525,7870402.0
Pertussis,Illinois,1940,51,8388,7897241.0
Pertussis,Illinois,1941,51,7603,7935138.0
Pertussis,Illinois,1942,51,11076,7984156.0
Pertussis,Illinois,1943,52,7917,8043736.0
Pertussis,Illinois,1944,52,3750,8113342.0
Pertussis,Illinois,1945,52,3861,8192452.0
Pertussis,Illinois,1946,52,5388,8280545.0
Pertussis,Illinois,1947,51,4782,8377103.0
Pertussis,Illinois,1948,52,2294,8481594.0
Pertussis,Illinois,1949,52,3972,8593475.0
Pertussis,Illinois,1950,51,3273,8712176.0
Pertussis,Illinois,1951,48,1364,8837066.0
Pertussis,Illinois,1952,48,984,8967327.0
Pertussis,Illinois,1953,48,541,9102054.0
Pertussis,Illinois,1954,51,1907,9240284.0
Pertussis,Illinois,1955,51,1772,9380993.0
Pertussis,Illinois,1956,0,0,9523089.0
Pertussis,Illinois,1957,0,0,9665415.0
Pertussis,Illinois,1958,0,0,9806743.0
Pertussis,Illinois,1959,0,0,9945778.0
Pertussis,Illinois,1960,0,0,10081158.0
Pertussis,Illinois,1961,0,0,10211657.0
Pertussis,Illinois,1962,0,0,10336802.0
Pertussis,Illinois,1963,0,0,10456318.0
Pertussis,Illinois,1964,0,0,10569938.0
Pertussis,Illinois,1965,0,0,10677402.0
Pertussis,Illinois,1966,0,0,10778459.0
Pertussis,Illinois,1967,0,0,10872870.0
Pertussis,Illinois,1968,0,0,10960403.0
Pertussis,Illinois,1969,0,0,11040840.0
Pertussis,Illinois,1970,0,0,11113976.0
Pertussis,Illinois,1971,0,0,11179635.0
Pertussis,Illinois,1972,0,0,11237725.0
Pertussis,Illinois,1973,0,0,11288189.0
Pertussis,Illinois,1974,39,213,11330985.0
Pertussis,Illinois,1975,37,88,11366089.0
Pertussis,Illinois,1976,23,38,11393493.0
Pertussis,Illinois,1977,18,76,11413206.0
Pertussis,Illinois,1978,27,112,11425251.0
Pertussis,Illinois,1979,28,136,11429670.0
Pertussis,Illinois,1980,24,107,11426518.0
Pertussis,Illinois,1981,24,69,11416303.0
Pertussis,Illinois,1982,33,147,11401293.0
Pertussis,Illinois,1983,48,136,11384186.0
Pertussis,Illinois,1984,51,23,11367670.0
Pertussis,Illinois,1985,46,46,11354416.0
Pertussis,Illinois,1986,44,37,11347084.0
Pertussis,Illinois,1987,44,17,11348335.0
Pertussis,Illinois,1988,39,17,11360847.0
Pertussis,Illinois,1989,22,52,11387340.0
Pertussis,Illinois,1990,43,293,11430602.0
Pertussis,Illinois,1991,39,45,11492528.0
Pertussis,Illinois,1992,38,37,11571098.0
Pertussis,Illinois,1993,39,327,11663291.0
Pertussis,Illinois,1994,44,91,11766036.0
Pertussis,Illinois,1995,40,93,11876178.0
Pertussis,Illinois,1996,41,140,11990458.0
Pertussis,Illinois,1997,46,96,12105488.0
Pertussis,Illinois,1998,41,83,12217753.0
Pertussis,Illinois,1999,34,55,12323608.0
Pertussis,Illinois,2000,47,72,12419293.0
Pertussis,Illinois,2001,44,68,12501805.0
Pertussis,Illinois,2002,43,165,12571505.0
Pertussis,Illinois,2003,0,0,12629664.0
Pertussis,Illinois,2004,29,486,12677615.0
Pertussis,Illinois,2005,46,669,12716740.0
Pertussis,Illinois,2006,48,451,12748461.0
Pertussis,Illinois,2007,43,164,12774230.0
Pertussis,Illinois,2008,48,492,12795519.0
Pertussis,Illinois,2009,49,564,12813820.0
Pertussis,Illinois,2010,45,810,12830632.0
Pertussis,Illinois,2011,51,943,12847214.0
Pertussis,Indiana,1938,51,940,3378355.0
Pertussis,Indiana,1939,52,2386,3401030.0
Pertussis,Indiana,1940,51,1672,3427796.0
Pertussis,Indiana,1941,51,1199,3459410.0
Pertussis,Indiana,1942,51,1885,3495849.0
Pertussis,Indiana,1943,52,2351,3536893.0
Pertussis,Indiana,1944,52,936,3582324.0
Pertussis,Indiana,1945,52,1049,3631924.0
Pertussis,Indiana,1946,52,1175,3685467.0
Pertussis,Indiana,1947,51,2252,3742722.0
Pertussis,Indiana,1948,51,999,3803443.0
Pertussis,Indiana,1949,52,989,3867370.0
Pertussis,Indiana,1950,51,1607,3934224.0
Pertussis,Indiana,1951,48,948,4003687.0
Pertussis,Indiana,1952,48,703,4075338.0
Pertussis,Indiana,1953,48,745,4148704.0
Pertussis,Indiana,1954,50,1379,4223276.0
Pertussis,Indiana,1955,51,1953,4298504.0
Pertussis,Indiana,1956,0,0,4373800.0
Pertussis,Indiana,1957,0,0,4448536.0
Pertussis,Indiana,1958,0,0,4522042.0
Pertussis,Indiana,1959,0,0,4593610.0
Pertussis,Indiana,1960,0,0,4662498.0
Pertussis,Indiana,1961,0,0,4728084.0
Pertussis,Indiana,1962,0,0,4790361.0
Pertussis,Indiana,1963,0,0,4849495.0
Pertussis,Indiana,1964,0,0,4905674.0
Pertussis,Indiana,1965,0,0,4959108.0
Pertussis,Indiana,1966,0,0,5010025.0
Pertussis,Indiana,1967,0,0,5058670.0
Pertussis,Indiana,1968,0,0,5105306.0
Pertussis,Indiana,1969,0,0,5150209.0
Pertussis,Indiana,1970,0,0,5193669.0
Pertussis,Indiana,1971,0,0,5235867.0
Pertussis,Indiana,1972,0,0,5276492.0
Pertussis,Indiana,1973,0,0,5315101.0
Pertussis,Indiana,1974,0,0,5351242.0
Pertussis,Indiana,1975,1,5,5384454.0
Pertussis,Indiana,1976,0,0,5414271.0
Pertussis,Indiana,1977,0,0,5440224.0
Pertussis,Indiana,1978,24,87,5461843.0
Pertussis,Indiana,1979,21,34,5478663.0
Pertussis,Indiana,1980,26,96,5490224.0
Pertussis,Indiana,1981,30,78,5496400.0
Pertussis,Indiana,1982,14,22,5498364.0
Pertussis,Indiana,1983,47,64,5497626.0
Pertussis,Indiana,1984,47,225,5495700.0
Pertussis,Indiana,1985,51,201,5494100.0
Pertussis,Indiana,1986,45,29,5494338.0
Pertussis,Indiana,1987,36,23,5497929.0
Pertussis,Indiana,1988,45,72,5506395.0
Pertussis,Indiana,1989,31,60,5521279.0
Pertussis,Indiana,1990,44,110,5544159.0
Pertussis,Indiana,1991,43,60,5576176.0
Pertussis,Indiana,1992,45,63,5616545.0
Pertussis,Indiana,1993,47,165,5663995.0
Pertussis,Indiana,1994,47,80,5717236.0
Pertussis,Indiana,1995,46,78,5774943.0
Pertussis,Indiana,1996,48,100,5835746.0
Pertussis,Indiana,1997,45,87,5898221.0
Pertussis,Indiana,1998,42,134,5960880.0
Pertussis,Indiana,1999,47,50,6022172.0
Pertussis,Indiana,2000,48,113,6080485.0
Pertussis,Indiana,2001,46,96,6134497.0
Pertussis,Indiana,2002,43,140,6184258.0
Pertussis,Indiana,2003,40,66,6230187.0
Pertussis,Indiana,2004,41,286,6272726.0
Pertussis,Indiana,2005,47,325,6312336.0
Pertussis,Indiana,2006,47,220,6349499.0
Pertussis,Indiana,2007,45,55,6384710.0
Pertussis,Indiana,2008,47,111,6418480.0
Pertussis,Indiana,2009,48,370,6451332.0
Pertussis,Indiana,2010,47,603,6483802.0
Pertussis,Indiana,2011,48,288,6516343.0
Pertussis,Iowa,1938,51,1349,2523247.0
Pertussis,Iowa,1939,52,1042,2530859.0
Pertussis,Iowa,1940,51,1083,2538268.0
Pertussis,Iowa,1941,51,1633,2545385.0
Pertussis,Iowa,1942,51,1246,2552320.0
Pertussis,Iowa,1943,52,1698,2559236.0
Pertussis,Iowa,1944,52,603,2566296.0
Pertussis,Iowa,1945,51,292,2573664.0
Pertussis,Iowa,1946,52,1013,2581508.0
Pertussis,Iowa,1947,50,1124,2589998.0
Pertussis,Iowa,1948,52,519,2599304.0
Pertussis,Iowa,1949,46,188,2609603.0
Pertussis,Iowa,1950,51,1097,2621073.0
Pertussis,Iowa,1951,48,462,2633815.0
Pertussis,Iowa,1952,47,350,2647609.0
Pertussis,Iowa,1953,40,299,2662146.0
Pertussis,Iowa,1954,48,384,2677114.0
Pertussis,Iowa,1955,50,909,2692192.0
Pertussis,Iowa,1956,0,0,2707053.0
Pertussis,Iowa,1957,0,0,2721362.0
Pertussis,Iowa,1958,0,0,2734778.0
Pertussis,Iowa,1959,0,0,2746954.0
Pertussis,Iowa,1960,0,0,2757537.0
Pertussis,Iowa,1961,0,0,2766298.0
Pertussis,Iowa,1962,0,0,2773508.0
Pertussis,Iowa,1963,0,0,2779567.0
Pertussis,Iowa,1964,0,0,2784882.0
Pertussis,Iowa,1965,0,0,2789863.0
Pertussis,Iowa,1966,0,0,2794925.0
Pertussis,Iowa,1967,0,0,2800485.0
Pertussis,Iowa,1968,0,0,2806962.0
Pertussis,Iowa,1969,0,0,2814782.0
Pertussis,Iowa,1970,0,0,2824376.0
Pertussis,Iowa,1971,0,0,2835986.0
Pertussis,Iowa,1972,0,0,2849068.0
Pertussis,Iowa,1973,0,0,2862869.0
Pertussis,Iowa,1974,12,16,2876625.0
Pertussis,Iowa,1975,4,4,2889554.0
Pertussis,Iowa,1976,3,3,2900863.0
Pertussis,Iowa,1977,0,0,2909749.0
Pertussis,Iowa,1978,6,10,2915403.0
Pertussis,Iowa,1979,4,4,2917020.0
Pertussis,Iowa,1980,2,2,2913808.0
Pertussis,Iowa,1981,7,8,2905328.0
Pertussis,Iowa,1982,7,9,2892485.0
Pertussis,Iowa,1983,49,9,2876515.0
Pertussis,Iowa,1984,51,15,2858642.0
Pertussis,Iowa,1985,46,35,2840067.0
Pertussis,Iowa,1986,47,21,2821962.0
Pertussis,Iowa,1987,49,59,2805467.0
Pertussis,Iowa,1988,51,33,2791702.0
Pertussis,Iowa,1989,35,16,2781765.0
Pertussis,Iowa,1990,42,20,2776755.0
Pertussis,Iowa,1991,47,25,2777459.0
Pertussis,Iowa,1992,44,11,2783399.0
Pertussis,Iowa,1993,36,38,2793799.0
Pertussis,Iowa,1994,41,24,2807893.0
Pertussis,Iowa,1995,47,11,2824918.0
Pertussis,Iowa,1996,42,28,2844102.0
Pertussis,Iowa,1997,49,97,2864655.0
Pertussis,Iowa,1998,42,53,2885769.0
Pertussis,Iowa,1999,46,56,2906611.0
Pertussis,Iowa,2000,46,57,2926324.0
Pertussis,Iowa,2001,49,39,2944207.0
Pertussis,Iowa,2002,49,132,2960261.0
Pertussis,Iowa,2003,41,146,2974671.0
Pertussis,Iowa,2004,46,305,2987631.0
Pertussis,Iowa,2005,41,919,2999337.0
Pertussis,Iowa,2006,46,262,3009996.0
Pertussis,Iowa,2007,48,133,3019813.0
Pertussis,Iowa,2008,47,173,3029002.0
Pertussis,Iowa,2009,46,180,3037776.0
Pertussis,Iowa,2010,47,631,3046355.0
Pertussis,Iowa,2011,49,206,3054921.0
Pertussis,Kansas,1938,51,4777,1815086.0
Pertussis,Kansas,1939,52,1599,1806811.0
Pertussis,Kansas,1940,51,2145,1801028.0
Pertussis,Kansas,1941,51,4834,1798323.0
Pertussis,Kansas,1942,51,2508,1798726.0
Pertussis,Kansas,1943,52,2860,1802144.0
Pertussis,Kansas,1944,52,1766,1808496.0
Pertussis,Kansas,1945,52,1528,1817717.0
Pertussis,Kansas,1946,52,1113,1829751.0
Pertussis,Kansas,1947,51,1714,1844556.0
Pertussis,Kansas,1948,52,1506,1862098.0
Pertussis,Kansas,1949,51,401,1882351.0
Pertussis,Kansas,1950,51,1466,1905299.0
Pertussis,Kansas,1951,48,1163,1930840.0
Pertussis,Kansas,1952,48,754,1958508.0
Pertussis,Kansas,1953,41,170,1987719.0
Pertussis,Kansas,1954,46,384,2017855.0
Pertussis,Kansas,1955,50,566,2048260.0
Pertussis,Kansas,1956,0,0,2078237.0
Pertussis,Kansas,1957,0,0,2107050.0
Pertussis,Kansas,1958,0,0,2133924.0
Pertussis,Kansas,1959,0,0,2158054.0
Pertussis,Kansas,1960,0,0,2178611.0
Pertussis,Kansas,1961,0,0,2194987.0
Pertussis,Kansas,1962,0,0,2207524.0
Pertussis,Kansas,1963,0,0,2216828.0
Pertussis,Kansas,1964,0,0,2223536.0
Pertussis,Kansas,1965,0,0,2228303.0
Pertussis,Kansas,1966,0,0,2231795.0
Pertussis,Kansas,1967,0,0,2234688.0
Pertussis,Kansas,1968,0,0,2237660.0
Pertussis,Kansas,1969,0,0,2241394.0
Pertussis,Kansas,1970,0,0,2246578.0
Pertussis,Kansas,1971,0,0,2253740.0
Pertussis,Kansas,1972,0,0,2262744.0
Pertussis,Kansas,1973,0,0,2273286.0
Pertussis,Kansas,1974,0,0,2285058.0
Pertussis,Kansas,1975,0,0,2297751.0
Pertussis,Kansas,1976,7,14,2311047.0
Pertussis,Kansas,1977,1,1,2324623.0
Pertussis,Kansas,1978,0,0,2338147.0
Pertussis,Kansas,1979,15,20,2351282.0
Pertussis,Kansas,1980,7,16,2363679.0
Pertussis,Kansas,1981,7,8,2375093.0
Pertussis,Kansas,1982,14,17,2385703.0
Pertussis,Kansas,1983,46,58,2395798.0
Pertussis,Kansas,1984,49,29,2405674.0
Pertussis,Kansas,1985,40,26,2415633.0
Pertussis,Kansas,1986,50,1348,2425980.0
Pertussis,Kansas,1987,51,16,2437027.0
Pertussis,Kansas,1988,50,7,2449090.0
Pertussis,Kansas,1989,28,8,2462495.0
Pertussis,Kansas,1990,42,23,2477574.0
Pertussis,Kansas,1991,36,12,2494565.0
Pertussis,Kansas,1992,30,32,2513287.0
Pertussis,Kansas,1993,44,24,2533448.0
Pertussis,Kansas,1994,47,13,2554748.0
Pertussis,Kansas,1995,51,20,2576878.0
Pertussis,Kansas,1996,32,16,2599520.0
Pertussis,Kansas,1997,38,8,2622343.0
Pertussis,Kansas,1998,33,54,2645005.0
Pertussis,Kansas,1999,25,15,2667152.0
Pertussis,Kansas,2000,42,34,2688418.0
Pertussis,Kansas,2001,48,28,2708510.0
Pertussis,Kansas,2002,45,57,2727461.0
Pertussis,Kansas,2003,44,50,2745387.0
Pertussis,Kansas,2004,43,294,2762414.0
Pertussis,Kansas,2005,47,525,2778669.0
Pertussis,Kansas,2006,50,210,2794284.0
Pertussis,Kansas,2007,51,103,2809395.0
Pertussis,Kansas,2008,44,54,2824142.0
Pertussis,Kansas,2009,48,110,2838668.0
Pertussis,Kansas,2010,47,143,2853118.0
Pertussis,Kansas,2011,48,137,2867617.0
Pertussis,Kentucky,1938,51,2863,2807341.0
Pertussis,Kentucky,1939,52,1896,2827485.0
Pertussis,Kentucky,1940,51,3058,2845627.0
Pertussis,Kentucky,1941,51,3416,2861513.0
Pertussis,Kentucky,1942,51,3013,2875307.0
Pertussis,Kentucky,1943,52,2259,2887282.0
Pertussis,Kentucky,1944,52,2560,2897723.0
Pertussis,Kentucky,1945,52,1954,2906921.0
Pertussis,Kentucky,1946,52,1296,2915173.0
Pertussis,Kentucky,1947,51,1563,2922781.0
Pertussis,Kentucky,1948,49,820,2930049.0
Pertussis,Kentucky,1949,51,1182,2937287.0
Pertussis,Kentucky,1950,50,1875,2944806.0
Pertussis,Kentucky,1951,48,1293,2952855.0
Pertussis,Kentucky,1952,48,1653,2961417.0
Pertussis,Kentucky,1953,47,742,2970408.0
Pertussis,Kentucky,1954,52,2086,2979745.0
Pertussis,Kentucky,1955,51,2296,2989342.0
Pertussis,Kentucky,1956,0,0,2999112.0
Pertussis,Kentucky,1957,0,0,3008967.0
Pertussis,Kentucky,1958,0,0,3018820.0
Pertussis,Kentucky,1959,0,0,3028580.0
Pertussis,Kentucky,1960,0,0,3038156.0
Pertussis,Kentucky,1961,0,0,3047567.0
Pertussis,Kentucky,1962,0,0,3057281.0
Pertussis,Kentucky,1963,0,0,3067882.0
Pertussis,Kentucky,1964,0,0,3079964.0
Pertussis,Kentucky,1965,0,0,3094131.0
Pertussis,Kentucky,1966,0,0,3111003.0
Pertussis,Kentucky,1967,0,0,3131216.0
Pertussis,Kentucky,1968,0,0,3155434.0
Pertussis,Kentucky,1969,0,0,3184352.0
Pertussis,Kentucky,1970,0,0,3218706.0
Pertussis,Kentucky,1971,0,0,3258930.0
Pertussis,Kentucky,1972,0,0,3304064.0
Pertussis,Kentucky,1973,0,0,3352745.0
Pertussis,Kentucky,1974,20,50,3403533.0
Pertussis,Kentucky,1975,18,41,3454903.0
Pertussis,Kentucky,1976,25,43,3505235.0
Pertussis,Kentucky,1977,13,20,3552815.0
Pertussis,Kentucky,1978,24,46,3595846.0
Pertussis,Kentucky,1979,11,31,3632467.0
Pertussis,Kentucky,1980,17,36,3660777.0
Pertussis,Kentucky,1981,13,25,3679465.0
Pertussis,Kentucky,1982,5,6,3689649.0
Pertussis,Kentucky,1983,42,14,3693119.0
Pertussis,Kentucky,1984,50,2,3691719.0
Pertussis,Kentucky,1985,47,9,3687312.0
Pertussis,Kentucky,1986,49,5,3681766.0
Pertussis,Kentucky,1987,48,2,3676940.0
Pertussis,Kentucky,1988,23,13,3674684.0
Pertussis,Kentucky,1989,27,1,3676847.0
Pertussis,Kentucky,1990,0,0,3685296.0
Pertussis,Kentucky,1991,0,0,3701439.0
Pertussis,Kentucky,1992,17,1,3724732.0
Pertussis,Kentucky,1993,42,22,3754153.0
Pertussis,Kentucky,1994,44,44,3788676.0
Pertussis,Kentucky,1995,21,16,3827257.0
Pertussis,Kentucky,1996,46,135,3868819.0
Pertussis,Kentucky,1997,45,58,3912246.0
Pertussis,Kentucky,1998,34,30,3956369.0
Pertussis,Kentucky,1999,42,19,3999968.0
Pertussis,Kentucky,2000,48,46,4041769.0
Pertussis,Kentucky,2001,45,49,4080716.0
Pertussis,Kentucky,2002,47,94,4116805.0
Pertussis,Kentucky,2003,45,41,4150317.0
Pertussis,Kentucky,2004,42,84,4181549.0
Pertussis,Kentucky,2005,47,139,4210813.0
Pertussis,Kentucky,2006,45,21,4238432.0
Pertussis,Kentucky,2007,37,18,4264745.0
Pertussis,Kentucky,2008,51,56,4290099.0
Pertussis,Kentucky,2009,52,109,4314851.0
Pertussis,Kentucky,2010,51,185,4339367.0
Pertussis,Kentucky,2011,47,73,4363959.0
Pertussis,Louisiana,1938,50,1139,2316360.0
Pertussis,Louisiana,1939,52,1141,2340100.0
Pertussis,Louisiana,1940,51,924,2363880.0
Pertussis,Louisiana,1941,51,393,2387964.0
Pertussis,Louisiana,1942,51,317,2412698.0
Pertussis,Louisiana,1943,52,333,2438462.0
Pertussis,Louisiana,1944,52,146,2465650.0
Pertussis,Louisiana,1945,50,287,2494676.0
Pertussis,Louisiana,1946,42,295,2525975.0
Pertussis,Louisiana,1947,50,474,2560004.0
Pertussis,Louisiana,1948,37,260,2597251.0
Pertussis,Louisiana,1949,37,107,2638235.0
Pertussis,Louisiana,1950,42,224,2683516.0
Pertussis,Louisiana,1951,43,166,2733470.0
Pertussis,Louisiana,1952,44,210,2787570.0
Pertussis,Louisiana,1953,39,105,2845012.0
Pertussis,Louisiana,1954,45,159,2904923.0
Pertussis,Louisiana,1955,39,143,2966354.0
Pertussis,Louisiana,1956,0,0,3028269.0
Pertussis,Louisiana,1957,0,0,3089545.0
Pertussis,Louisiana,1958,0,0,3148970.0
Pertussis,Louisiana,1959,0,0,3205252.0
Pertussis,Louisiana,1960,0,0,3257022.0
Pertussis,Louisiana,1961,0,0,3303261.0
Pertussis,Louisiana,1962,0,0,3344573.0
Pertussis,Louisiana,1963,0,0,3382042.0
Pertussis,Louisiana,1964,0,0,3416829.0
Pertussis,Louisiana,1965,0,0,3450153.0
Pertussis,Louisiana,1966,0,0,3483288.0
Pertussis,Louisiana,1967,0,0,3517562.0
Pertussis,Louisiana,1968,0,0,3554352.0
Pertussis,Louisiana,1969,0,0,3595096.0
Pertussis,Louisiana,1970,0,0,3641306.0
Pertussis,Louisiana,1971,0,0,3694057.0
Pertussis,Louisiana,1972,0,0,3752362.0
Pertussis,Louisiana,1973,0,0,3814642.0
Pertussis,Louisiana,1974,9,17,3879216.0
Pertussis,Louisiana,1975,26,64,3944284.0
Pertussis,Louisiana,1976,8,10,4007924.0
Pertussis,Louisiana,1977,9,11,4068096.0
Pertussis,Louisiana,1978,4,4,4122648.0
Pertussis,Louisiana,1979,11,19,4169345.0
Pertussis,Louisiana,1980,17,33,4205900.0
Pertussis,Louisiana,1981,8,8,4230701.0
Pertussis,Louisiana,1982,11,23,4244915.0
Pertussis,Louisiana,1983,45,13,4250495.0
Pertussis,Louisiana,1984,45,10,4249466.0
Pertussis,Louisiana,1985,41,18,4243892.0
Pertussis,Louisiana,1986,43,15,4235843.0
Pertussis,Louisiana,1987,43,50,4227383.0
Pertussis,Louisiana,1988,45,20,4220560.0
Pertussis,Louisiana,1989,32,31,4217411.0
Pertussis,Louisiana,1990,48,34,4219973.0
Pertussis,Louisiana,1991,47,17,4229758.0
Pertussis,Louisiana,1992,23,15,4246119.0
Pertussis,Louisiana,1993,38,9,4267874.0
Pertussis,Louisiana,1994,46,12,4293841.0
Pertussis,Louisiana,1995,41,18,4322823.0
Pertussis,Louisiana,1996,48,11,4353598.0
Pertussis,Louisiana,1997,45,20,4384910.0
Pertussis,Louisiana,1998,28,9,4415467.0
Pertussis,Louisiana,1999,37,10,4443942.0
Pertussis,Louisiana,2000,34,9,4468976.0
Pertussis,Louisiana,2001,35,2,4489491.0
Pertussis,Louisiana,2002,34,5,4505617.0
Pertussis,Louisiana,2003,40,5,4517805.0
Pertussis,Louisiana,2004,41,15,4526523.0
Pertussis,Louisiana,2005,43,40,4532253.0
Pertussis,Louisiana,2006,42,16,4535482.0
Pertussis,Louisiana,2007,44,17,4536709.0
Pertussis,Louisiana,2008,37,76,4536432.0
Pertussis,Louisiana,2009,49,56,4535152.0
Pertussis,Louisiana,2010,41,35,4533372.0
Pertussis,Louisiana,2011,48,14,4531509.0
Pertussis,Maine,1938,51,2607,835633.0
Pertussis,Maine,1939,52,2459,841335.0
Pertussis,Maine,1940,51,1728,847226.0
Pertussis,Maine,1941,51,1203,853299.0
Pertussis,Maine,1942,51,1871,859541.0
Pertussis,Maine,1943,52,1894,865938.0
Pertussis,Maine,1944,52,1005,872476.0
Pertussis,Maine,1945,52,1998,879139.0
Pertussis,Maine,1946,50,853,885912.0
Pertussis,Maine,1947,51,999,892779.0
Pertussis,Maine,1948,51,795,899723.0
Pertussis,Maine,1949,52,493,906727.0
Pertussis,Maine,1950,51,1918,913774.0
Pertussis,Maine,1951,48,949,920833.0
Pertussis,Maine,1952,48,585,927822.0
Pertussis,Maine,1953,44,427,934647.0
Pertussis,Maine,1954,44,346,941208.0
Pertussis,Maine,1955,49,638,947405.0
Pertussis,Maine,1956,0,0,953134.0
Pertussis,Maine,1957,0,0,958291.0
Pertussis,Maine,1958,0,0,962769.0
Pertussis,Maine,1959,0,0,966463.0
Pertussis,Maine,1960,0,0,969265.0
Pertussis,Maine,1961,0,0,971137.0
Pertussis,Maine,1962,0,0,972305.0
Pertussis,Maine,1963,0,0,973064.0
Pertussis,Maine,1964,0,0,973709.0
Pertussis,Maine,1965,0,0,974540.0
Pertussis,Maine,1966,0,0,975855.0
Pertussis,Maine,1967,0,0,977954.0
Pertussis,Maine,1968,0,0,981143.0
Pertussis,Maine,1969,0,0,985733.0
Pertussis,Maine,1970,0,0,992048.0
Pertussis,Maine,1971,0,0,1000325.0
Pertussis,Maine,1972,0,0,1010417.0
Pertussis,Maine,1973,0,0,1022074.0
Pertussis,Maine,1974,0,0,1035044.0
Pertussis,Maine,1975,0,0,1049062.0
Pertussis,Maine,1976,0,0,1063853.0
Pertussis,Maine,1977,0,0,1079126.0
Pertussis,Maine,1978,0,0,1094572.0
Pertussis,Maine,1979,9,13,1109865.0
Pertussis,Maine,1980,4,5,1124660.0
Pertussis,Maine,1981,8,12,1138659.0
Pertussis,Maine,1982,3,4,1151804.0
Pertussis,Maine,1983,26,5,1164105.0
Pertussis,Maine,1984,23,4,1175571.0
Pertussis,Maine,1985,43,13,1186219.0
Pertussis,Maine,1986,49,2,1196067.0
Pertussis,Maine,1987,33,34,1205137.0
Pertussis,Maine,1988,44,34,1213451.0
Pertussis,Maine,1989,34,28,1221039.0
Pertussis,Maine,1990,47,24,1227928.0
Pertussis,Maine,1991,45,62,1234159.0
Pertussis,Maine,1992,39,11,1239809.0
Pertussis,Maine,1993,47,22,1244963.0
Pertussis,Maine,1994,46,21,1249713.0
Pertussis,Maine,1995,51,50,1254149.0
Pertussis,Maine,1996,48,20,1258363.0
Pertussis,Maine,1997,50,14,1262452.0
Pertussis,Maine,1998,44,5,1266510.0
Pertussis,Maine,1999,0,0,1270634.0
Pertussis,Maine,2000,48,45,1274923.0
Pertussis,Maine,2001,11,16,1279456.0
Pertussis,Maine,2002,47,15,1284231.0
Pertussis,Maine,2003,35,11,1289225.0
Pertussis,Maine,2004,31,32,1294416.0
Pertussis,Maine,2005,46,34,1299780.0
Pertussis,Maine,2006,42,103,1305293.0
Pertussis,Maine,2007,50,57,1310933.0
Pertussis,Maine,2008,48,41,1316674.0
Pertussis,Maine,2009,50,44,1322492.0
Pertussis,Maine,2010,45,44,1328361.0
Pertussis,Maine,2011,49,105,1334261.0
Pertussis,Maryland,1938,51,2495,1765716.0
Pertussis,Maryland,1939,52,2305,1791427.0
Pertussis,Maryland,1940,51,4842,1821244.0
Pertussis,Maryland,1941,51,3585,1855760.0
Pertussis,Maryland,1942,51,3084,1894917.0
Pertussis,Maryland,1943,52,4428,1938485.0
Pertussis,Maryland,1944,52,3193,1986222.0
Pertussis,Maryland,1945,52,2801,2037865.0
Pertussis,Maryland,1946,52,1402,2093123.0
Pertussis,Maryland,1947,51,3886,2151667.0
Pertussis,Maryland,1948,52,1031,2213121.0
Pertussis,Maryland,1949,52,1272,2277061.0
Pertussis,Maryland,1950,51,2242,2343001.0
Pertussis,Maryland,1951,48,424,2410508.0
Pertussis,Maryland,1952,48,326,2479560.0
Pertussis,Maryland,1953,45,439,2550252.0
Pertussis,Maryland,1954,52,946,2622684.0
Pertussis,Maryland,1955,51,398,2696968.0
